t,success,mid,pmt,pg,sub_type,hr,bank
1,0,purplle.com,NB,PAYU,,2020-02-12 16,NB_UNIB
1,0,drivezy,NB,GOCASHFREE,,2020-02-12 13,NB_IOB
1,1,zivame,NB,PAYU,,2020-02-12 13,NB_IOB
1,0,purplle.com,NB,PAYU,,2020-02-12 18,NB_KARN
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 15,IDFC Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-14 12,South Indian Bank
1,0,countrydelight,NB,PAYTM,,2020-02-14 02,NB_DBS
3,1,medlife_prod,NB,RAZORPAY,,2020-02-14 02,NB_TMB
1,0,medlife_prod,NB,RAZORPAY,,2020-02-14 07,NB_KARN
2,0,fanfight,CARD,GOCASHFREE,,2020-02-14 09,JILA SAHAKARI KENDRIYA BANK MYDT JAGDALPUR
2,2,urbanclap,CARD,PAYTM,,2020-02-14 06,Saraswat Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-14 11,CORNERSTONEBANK
1,1,urbanclap,NB,PAYTM,,2020-02-14 02,NB_INDUS
1,0,urbanclap,NB,PAYTM,,2020-02-14 08,NB_SBBJ
3,1,medlife_prod,CARD,TPSL,,2020-02-14 09,Karur Vysya Bank
1,0,purplle.com,NB,PAYU,,2020-02-14 09,NB_SYNB
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 16,NB_KVB
1,1,medlife_prod,NB,RAZORPAY,,2020-02-14 20,NB_SCB
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 19,NB_ANDHRA
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 14,THE NIZAMABAD DISTRICT COOP CENTRAL BANK LTD
1,1,countrydelight,NB,PAYU,,2020-02-14 13,NB_SOIB
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 15,NB_UNIB
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Bandhan Bank
1,0,fanfight,NB,RAZORPAY,,2020-02-14 14,NB_OBC
3,1,medlife_prod,CARD,TPSL,,2020-02-13 12,Saraswat Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 07,THE KRISHNA DISTRICT COOP CENTRAL BANK LTD
4,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 07,AIRTELMONEY
4,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_CBI
1,0,purplle.com,NB,PAYTM,,2020-02-13 12,NB_PNJSB
2,0,drivezy,NB,GOCASHFREE,,2020-02-13 09,NB_SOIB
2,0,fanfight,NB,PAYTM,,2020-02-13 07,NB_TMB
1,0,urbanclap,NB,PAYTM,,2020-02-13 06,NB_FED
1,0,urbanclap,NB,PAYTM,,2020-02-13 12,NB_SYNB
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 03,THE SABARKANTHA DIST CENTRAL COOP BANK LTD
1,1,countrydelight,CARD,PAYU,,2020-02-13 08,WOORIBANK
1,0,pharmeasytech,NB,PAYTM,,2020-02-13 10,NB_UNIB
1,1,urbanclap,CARD,PAYTM,,2020-02-13 11,THE KALUPUR COMMERCIAL CO OP BANK LTD
1,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_CBI
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 01,Karur Vysya Bank
2,0,urbanclap,NB,PAYTM,,2020-02-13 11,NB_CUB
9,3,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 09,AIRTELMONEY
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 05,NB_ANDHRA
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,APNA SAHAKARI BANK LTD
2,0,medlife_prod,CARD,TPSL,,2020-02-13 06,Kotak Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-13 09,Kotak Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 06,Tamilnad Mercantile Bank
1,0,urbanclap,NB,,,2020-02-13 04,undefined
2,1,urbanclap,CARD,PAYTM,,2020-02-13 08,The Bharat Cooperative Bank
1,1,pharmeasytech,NB,PAYU,,2020-02-13 13,NB_FED
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 05,South Indian Bank
1,0,purplle.com,NB,PAYU,,2020-02-13 10,NB_TMB
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 02,AIRTELMONEY
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 05,IDFC Bank
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 16,AIRTELMONEY
1,0,countrydelight,NB,PAYU,,2020-02-13 16,NB_ALLB
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 16,The Bharat Cooperative Bank
2,2,countrydelight,NB,PAYU,,2020-02-13 14,NB_IDFC
1,1,countrydelight,NB,PAYU,,2020-02-13 16,NB_SYNB
2,2,pharmeasytech,NB,PAYU,,2020-02-13 07,NB_INDUS
4,0,fanfight,NB,RAZORPAY,,2020-02-13 15,NB_JNK
2,1,urbanclap,CARD,PAYTM,,2020-02-13 16,Karur Vysya Bank
4,1,countrydelight,NB,PAYU,,2020-02-13 17,NB_CORP
4,0,fanfight,CARD,GOCASHFREE,,2020-02-13 15,SHIVAJI NAGARI SAHAKARI BANK LTD
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 14,UTKAL GRAMEEN BANK
1,0,urbanclap,CARD,PAYTM,,2020-02-13 21,Chase Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 10,JANATA SAHAKARI BANK LTD PUNE
2,1,purplle.com,CARD,PAYTM,,2020-02-12 09,SOUTHCAROLINAF.C.U.
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 02,DCB
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 08,J AND K GRAMEEN BANK
1,1,countrydelight,CARD,PAYU,,2020-02-12 08,The Shamrao Vithal Cooperative Bank
5,0,fanfight,NB,RAZORPAY,,2020-02-12 03,NB_BOBCORP
1,0,countrydelight,CARD,PAYU,,2020-02-12 01,SOUTHCAROLINAF.C.U.
1,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_CBI
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 12,UTTARAKHAND GRAMIN BANK
1,0,purplle.com,NB,PAYTM,,2020-02-12 13,NB_ANDHRA
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Saraswat Bank
1,0,pharmeasytech,CARD,,,2020-02-12 09,Zeta
4,0,fanfight,NB,RAZORPAY,,2020-02-12 11,NB_BOBCORP
2,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_VJYB
2,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 03,EPAYLATER
1,0,urbanclap,CARD,PAYTM,,2020-02-12 09,INGBELGIUMSA/NV
2,2,countrydelight,CARD,PAYU,,2020-02-12 12,Punjab and Sind Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 04,Bandhan Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 12,BANGIYA GRAMIN VIKAS BANK
1,1,pharmeasytech,NB,PAYU,,2020-02-12 09,NB_IOB
3,0,fanfight,NB,RAZORPAY,,2020-02-12 10,NB_SYNB
1,0,purplle.com,NB,PAYU,,2020-02-12 10,NB_CORP
1,1,countrydelight,CARD,PAYU,,2020-02-12 09,DCB
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 13,CALSTATE9C.U.
1,1,purplle.com,CARD,PAYTM,,2020-02-12 02,Karur Vysya Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 09,THE NAINITAL BANK LTD
1,0,urbanclap,CARD,PAYTM,,2020-02-12 19,Punjab and Sind Bank
3,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_ALLB
1,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 06,EPAYLATER
2,2,urbanclap,CARD,PAYTM,,2020-02-12 11,IDFC Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 06,BARODA UTTAR PRADESH GRAMIN BANK
1,1,medlife_prod,CARD,TPSL,,2020-02-12 14,Karur Vysya Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 13,Karur Vysya Bank
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Karur Vysya Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 17,THE ADARSH COOP URBAN BANK LTD
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 15,DCB
1,0,urbanclap,NB,PAYTM,,2020-02-12 16,NB_RBL
1,1,medlife_prod,CARD,TPSL,,2020-02-12 14,Mudra Bank
2,1,countrydelight,NB,PAYU,,2020-02-12 15,NB_SCB
2,1,medlife_prod,CARD,TPSL,,2020-02-12 20,Kotak Bank
1,0,zivame,CARD,PAYU,,2020-02-12 14,BANCORPBANK
3,3,fanfight,CARD,RAZORPAY,,2020-02-12 14,Mudra Bank
3,0,purplle.com,CARD,PAYTM,,2020-02-12 13,Karur Vysya Bank
1,0,countrydelight,NB,PAYU,,2020-02-12 04,NB_CORP
1,1,urbanclap,NB,PAYTM,,2020-02-12 03,NB_IOB
1,1,countrydelight,CARD,PAYU,,2020-02-12 05,SOUTHCAROLINAF.C.U.
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 04,Kotak Bank
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_BOBCORP
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_ANDHRA
1,1,urbanclap,NB,PAYTM,,2020-02-12 10,NB_OBC
1,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_BBKM
1,0,zivame,CARD,PAYU,,2020-02-12 02,SARVA HARYANA GRAMIN BANK
1,1,zivame,CARD,HDFC,,2020-02-12 09,Kotak Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 06,COMMUNITYBANK
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 05,KASHI GOMTI SAMYUT GRAMIN BANK
2,0,fanfight,NB,RAZORPAY,,2020-02-12 12,NB_DENA
2,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 11,AIRTELMONEY
1,0,purplle.com,CARD,PAYTM,,2020-02-12 08,PURVANCHAL GRAMIN BANK
2,0,fanfight,CARD,GOCASHFREE,,2020-02-12 12,Karur Vysya Bank
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 12,NB_FED
1,0,purplle.com,NB,PAYU,,2020-02-12 11,NB_IOB
1,0,countrydelight,NB,PAYU,,2020-02-12 08,NB_SCB
1,1,urbanclap,CARD,PAYTM,,2020-02-12 09,Bassein Catholic Bank
1,0,pharmeasytech,NB,PAYU,,2020-02-12 10,NB_INDB
1,0,zivame,CARD,RAZORPAY,,2020-02-12 10,BANCORPBANK
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,JIOMONEY
1,0,pharmeasytech,NB,PAYTM,,2020-02-12 06,NB_IOB
1,0,fanfight,NB,RAZORPAY,,2020-02-12 17,NB_INDB
1,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 10,AIRTELMONEY
1,0,purplle.com,NB,PAYU,,2020-02-12 17,NB_INDB
2,1,zivame,CARD,PAYU,,2020-02-12 17,United Bank of India
2,1,countrydelight,NB,PAYU,,2020-02-12 18,NB_CITI
1,0,purplle.com,CARD,PAYTM,,2020-02-12 21,The Bharat Cooperative Bank
2,0,fanfight,NB,RAZORPAY,,2020-02-12 20,NB_JNK
4,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_CBI
3,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_INDB
2,1,fanfight,NB,RAZORPAY,,2020-02-13 06,NB_ANDHRA
2,1,countrydelight,NB,PAYU,,2020-02-13 06,NB_AIRTEL
1,1,zivame,CARD,HDFC,,2020-02-13 08,The Shamrao Vithal Cooperative Bank
2,2,countrydelight,CARD,PAYU,,2020-02-13 09,IDFC Bank
1,1,zivame,CARD,PAYU,,2020-02-13 04,Lakshmi Vilas Bank
1,1,zivame,CARD,PAYU,,2020-02-13 11,Saraswat Bank
1,0,fanfight,NB,RAZORPAY,,2020-02-13 10,NB_PNBCORP
2,0,drivezy,CARD,GOCASHFREE,,2020-02-13 08,IDFC Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-13 04,Tamilnad Mercantile Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,Karur Vysya Bank
1,1,pharmeasytech,NB,PAYTM,,2020-02-13 12,NB_IOB
3,0,medlife_prod,CARD,TPSL,,2020-02-13 06,Thanjavur Central Coop Bank
1,1,zivame,CARD,PAYU,,2020-02-13 15,ASIACOMMERCIALBANK
1,0,urbanclap,NB,PAYTM,,2020-02-13 15,NB_INDB
7,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_JNK
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,BCCARDCO..LTD.
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,SOUTHCAROLINAF.C.U.
1,0,fanfight,NB,RAZORPAY,,2020-02-13 02,NB_INDB
2,0,urbanclap,NB,PAYTM,,2020-02-13 10,NB_ALLB
3,3,urbanclap,NB,PAYTM,,2020-02-13 06,NB_IDFC
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 04,NB_TNSC
1,1,urbanclap,NB,PAYTM,,2020-02-13 04,NB_CORP
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 14,Mudra Bank
2,0,fanfight,NB,RAZORPAY,,2020-02-13 10,NB_ALLB
2,0,fanfight,NB,RAZORPAY,,2020-02-13 01,NB_ALLB
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-13 13,EPAYLATER
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 11,NB_SOIB
1,0,zivame,NB,PAYU,,2020-02-13 06,NB_SYNB
3,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 13,AIRTELMONEY
1,1,medlife_prod,CARD,TPSL,,2020-02-13 13,Bandhan Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 16,Bandhan Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,South Indian Bank
5,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 15,AIRTELMONEY
3,0,fanfight,NB,RAZORPAY,,2020-02-13 17,NB_CBI
3,0,drivezy,NB,GOCASHFREE,,2020-02-13 16,NB_KARN
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 14,AIRTELMONEY
1,1,zivame,NB,PAYU,,2020-02-13 14,NB_CUB
1,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_BOBCORP
1,0,fanfight,NB,RAZORPAY,,2020-02-13 18,NB_UNIB
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,COMMUNITYBANK
1,0,fanfight,NB,RAZORPAY,,2020-02-13 14,NB_INDUS
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 15,Bandhan Bank
2,2,urbanclap,NB,PAYTM,,2020-02-13 15,NB_INDUS
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 02,INVESTMENTBANKVESTA(LLC)
2,1,medlife_prod,CARD,TPSL,,2020-02-12 12,IDFC Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,SOUTHCAROLINAF.C.U.
3,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_JNK
1,1,medlife_prod,CARD,TPSL,,2020-02-12 08,IDFC Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 09,DCB
1,1,zivame,CARD,HDFC,,2020-02-12 04,Dhanalakshmi Bank
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 07,BARODA UTTAR PRADESH GRAMIN BANK
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 11,BCCARDCO..LTD.
1,1,urbanclap,NB,PAYTM,,2020-02-12 10,NB_CBI
2,0,fanfight,NB,PAYTM,,2020-02-12 09,NB_VJYB
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-12 08,NB_ALLB
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 02,MADHYA BIHAR GRAMIN BANK
2,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_DLS
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 04,AIRTELMONEY
1,1,purplle.com,CARD,PAYTM,,2020-02-12 00,South Indian Bank
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 03,AIRTELMONEY
1,1,countrydelight,NB,PAYU,,2020-02-12 03,NB_BOM
1,0,pharmeasytech,NB,RAZORPAY,,2020-02-12 12,NB_BBKM
1,0,fanfight,NB,RAZORPAY,,2020-02-12 13,NB_CORP
1,1,zivame,CARD,HDFC,,2020-02-12 12,ING Vysya Bank
2,1,medlife_prod,CARD,TPSL,,2020-02-12 03,South Indian Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 06,Kotak Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 15,Karur Vysya Bank
1,0,pharmeasytech,NB,PAYU,,2020-02-12 19,NB_CUB
1,1,zivame,NB,PAYU,,2020-02-12 14,NB_FED
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 17,The Shamrao Vithal Cooperative Bank
1,0,countrydelight,CARD,PAYU,,2020-02-12 16,Karur Vysya Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 18,Mudra Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 14,Lakshmi Vilas Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 17,Kotak Bank
1,0,countrydelight,NB,PAYU,,2020-02-12 18,NB_INDUS
4,1,countrydelight,NB,PAYU,,2020-02-12 14,NB_AIRTEL
1,1,zivame,CARD,PAYU,,2020-02-12 09,ODISHA GRAMYA BANK
1,1,countrydelight,CARD,PAYU,,2020-02-12 07,Dhanalakshmi Bank
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 07,NB_IDFC
1,1,zivame,CARD,HDFC,,2020-02-12 03,South Indian Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-12 07,IDFC Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-12 12,DCB
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 08,Tamilnad Mercantile Bank
2,1,fanfight,CARD,RAZORPAY,,2020-02-12 00,CALSTATE9C.U.
1,0,fanfight,NB,RAZORPAY,,2020-02-12 11,NB_SYNB
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 17,Deutsche Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 04,Mudra Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 09,City Union Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,Bandhan Bank
3,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 09,EPAYLATER
1,0,medlife_prod,CARD,TPSL,,2020-02-12 11,OPERATINGENGINEERSLOCAL#3F.C.U.
1,0,fanfight,NB,PAYTM,,2020-02-12 10,NB_BHARAT
1,0,purplle.com,NB,PAYTM,,2020-02-12 01,NB_SYNB
6,2,fanfight,CARD,RAZORPAY,,2020-02-12 15,Kotak Bank
2,1,pharmeasytech,NB,PAYU,,2020-02-12 14,NB_INDB
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Kotak Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 17,South Indian Bank
1,0,drivezy,NB,GOCASHFREE,,2020-02-12 13,NB_KARN
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 19,Kotak Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 14,Punjab and Sind Bank
1,1,urbanclap,NB,PAYTM,,2020-02-13 12,NB_IOB
2,2,urbanclap,CARD,PAYTM,,2020-02-13 02,Karur Vysya Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 05,Kotak Bank
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 00,UTTARAKHAND GRAMIN BANK
3,0,fanfight,NB,RAZORPAY,,2020-02-13 02,NB_UCOB
1,0,pharmeasytech,NB,,,2020-02-13 12,NB_BOBCORP
1,1,countrydelight,NB,PAYU,,2020-02-13 02,NB_SCB
2,0,pharmeasytech,NB,PAYU,,2020-02-13 05,NB_SYNB
1,0,medlife_prod,CARD,TPSL,,2020-02-13 11,Abhyudaya Cooperative Bank
1,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 08,AIRTELMONEY
1,0,zivame,NB,PAYU,,2020-02-13 12,NB_DENA
1,1,countrydelight,CARD,PAYU,,2020-02-13 02,DCB
2,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_PNBCORP
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 09,THANE DISTRICT CENTRAL CO OPERATIVE BANK
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 12,NB_FED
1,0,urbanclap,CARD,PAYTM,,2020-02-13 02,Chase Bank
2,1,pharmeasytech,NB,PAYU,,2020-02-13 09,NB_SYNB
1,1,purplle.com,CARD,PAYTM,,2020-02-13 00,South Indian Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 17,BARODA RAJASTHAN KSHETRIYA GRAMIN BANK
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 15,FIRSTDUPAGEBANK
2,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_CBI
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 19,NB_KARN
1,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_UCOB
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 17,NB_INDUS
1,0,fanfight,CARD,GOCASHFREE,,2020-02-13 16,SHIVAJI NAGARI SAHAKARI BANK LTD
2,2,fanfight,CARD,GOCASHFREE,,2020-02-13 13,ANDHRA PRADESH GRAMEENA VIKAS BANK
1,1,urbanclap,NB,PAYTM,,2020-02-13 17,NB_TMB
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-13 16,EPAYLATER
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 14,Punjab and Sind Bank
2,1,urbanclap,NB,PAYTM,,2020-02-13 07,NB_INDUS
1,0,zivame,NB,PAYU,,2020-02-13 12,NB_FED
1,0,zivame,NB,PAYU,,2020-02-13 00,NB_INDUS
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 11,Kotak Bank
1,0,fanfight,NB,RAZORPAY,,2020-02-13 01,NB_DENA
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 13,NB_VJYB
1,1,countrydelight,NB,PAYU,,2020-02-13 12,NB_PNJSB
1,1,urbanclap,CARD,PAYTM,,2020-02-13 05,DCB
1,0,zivame,NB,PAYU,,2020-02-13 10,NB_OBC
1,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_PNBCORP
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 11,PAYZAPP
1,1,zivame,NB,PAYU,,2020-02-13 06,NB_SOIB
2,1,urbanclap,NB,PAYTM,,2020-02-13 12,NB_INDB
1,0,fanfight,NB,RAZORPAY,,2020-02-13 00,NB_CBI
1,1,urbanclap,CARD,PAYTM,,2020-02-13 02,Abhyudaya Cooperative Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 16,NEDBANK.LTD.
1,0,urbanclap,NB,PAYTM,,2020-02-13 16,NB_ALLB
1,1,countrydelight,NB,PAYU,,2020-02-13 16,NB_CORP
1,1,urbanclap,CARD,PAYTM,,2020-02-13 18,MONEYACCESSSERVICE.INC.
1,1,zivame,CARD,PAYU,,2020-02-13 16,CALSTATE9C.U.
1,1,zivame,CARD,HDFC,,2020-02-13 18,DCB
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 15,COMMUNITYBANK
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 17,OPERATINGENGINEERSLOCAL#3F.C.U.
2,0,fanfight,CARD,GOCASHFREE,,2020-02-13 14,SARVA HARYANA GRAMIN BANK
1,0,urbanclap,NB,PAYTM,,2020-02-13 13,NB_CUB
2,0,zivame,NB,PAYU,,2020-02-13 14,NB_DLS
1,0,urbanclap,CARD,PAYTM,,2020-02-13 17,JANATA SAHAKARI BANK LTD PUNE
1,0,fanfight,NB,RAZORPAY,,2020-02-13 15,NB_DENA
2,1,zivame,CARD,HDFC,,2020-02-12 09,Lakshmi Vilas Bank
3,3,drivezy,CARD,GOCASHFREE,,2020-02-12 10,Kotak Bank
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 05,NB_INDUS
1,1,zivame,CARD,PAYU,,2020-02-12 11,THE ZOROASTRIAN COOP BANK LTD
1,0,fanfight,NB,RAZORPAY,,2020-02-12 11,NB_SBBJ
1,0,fanfight,NB,RAZORPAY,,2020-02-12 05,NB_JNK
1,0,countrydelight,NB,PAYU,,2020-02-12 11,NB_BOM
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 03,The Bharat Cooperative Bank
1,1,zivame,CARD,HDFC,,2020-02-12 06,IDFC Bank
2,0,drivezy,NB,GOCASHFREE,,2020-02-12 13,NB_INDB
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 02,ABUDHABICOMMERCIALBANK
1,0,medlife_prod,NB,RAZORPAY,,2020-02-12 04,NB_UCOB
1,1,zivame,NB,PAYU,,2020-02-12 22,NB_DCB
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 02,GP Parsik Bank
1,0,pharmeasytech,NB,RAZORPAY,,2020-02-12 08,NB_ANDHRA
1,0,fanfight,NB,PAYTM,,2020-02-12 07,NB_KARN
1,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 00,AIRTELMONEY
1,1,medlife_prod,CARD,TPSL,,2020-02-12 12,CHHATTISGARH RAJYA GRAMIN BANK
1,1,countrydelight,CARD,PAYU,,2020-02-12 11,Mudra Bank
1,0,zivame,NB,RAZORPAY,,2020-02-12 10,NB_CUB
4,1,purplle.com,CARD,PAYTM,,2020-02-12 16,Kotak Bank
2,1,fanfight,NB,RAZORPAY,,2020-02-12 19,NB_CUB
2,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_JNK
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 14,SARVA HARYANA GRAMIN BANK
1,0,medlife_prod,CARD,TPSL,,2020-02-12 17,Mudra Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 18,DCB
1,1,zivame,CARD,HDFC,,2020-02-12 21,City Union Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 19,Wells Fargo Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 10,South Indian Bank
1,1,purplle.com,NB,PAYTM,,2020-02-14 08,NB_SCB
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 03,Dhanalakshmi Bank
1,1,zivame,NB,PAYU,,2020-02-14 02,NB_FED
1,1,medlife_prod,CARD,TPSL,,2020-02-14 08,Mudra Bank
1,0,pharmeasytech,CARD,PAYU,,2020-02-14 07,Tamilnad Mercantile Bank
1,1,zivame,CARD,HDFC,,2020-02-14 11,IDFC Bank
1,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-14 04,EPAYLATER
1,1,urbanclap,CARD,PAYTM,,2020-02-14 09,THE MAHANAGAR COOP BANK LTD
1,0,purplle.com,NB,PAYTM,,2020-02-14 12,NB_CORP
1,0,medlife_prod,NB,RAZORPAY,,2020-02-14 03,NB_ALLB
